campaign_id,chain_id,start_date,end_date,format,device,height,width,iremoteid,days,start_day,end_day,shop,budget
5538,7,2020-07-30,2020-10-07,butterfly,DESKTOP,350.0,492.0,['C76726'],71.0,4.0,3.0,0.0,7665.033721923828
23566,12,2021-09-07,2021-09-18,butterfly,DESKTOP,298.0,398.0,['C175886'],13.0,2.0,6.0,0.0,10465.353088378906
23610,11,2021-01-14,2021-01-14,showcase,DESKTOP,472.0,1047.0,['118477'],2.0,4.0,4.0,0.0,4571.428571428572
26509,12,2021-07-24,2021-07-25,tg,DESKTOP,298.0,398.0,['C162898'],3.0,6.0,7.0,0.0,2107.67431640625
35391,12,2021-09-27,2021-10-02,banner,DESKTOP,200.0,995.0,['178744'],7.0,1.0,6.0,0.0,5350.965515136719
31664,11,2019-05-07,2019-05-07,butterfly,DESKTOP,487.0,293.0,['C26547'],2.0,2.0,2.0,0.0,1636.2718505859375
747,12,2020-06-30,2020-07-18,banner,DESKTOP,200.0,995.0,"['68856', '68857', '68858']",20.0,2.0,6.0,0.0,13834.58984375
4654,11,2020-12-11,2020-12-22,butterfly,DESKTOP,486.0,273.0,['C114137'],13.0,5.0,2.0,0.0,9555.580017089844
3820,11,2021-09-06,2021-10-01,butterfly,DESKTOP,486.0,531.0,['C175558'],27.0,1.0,5.0,0.0,7782.804382324219
8798,11,2021-04-19,2021-05-27,showcase,DESKTOP,438.0,1063.0,['143409'],40.0,1.0,4.0,0.0,91428.57142857143
26338,7,2020-11-10,2020-11-13,butterfly,DESKTOP,419.0,576.0,['99310'],5.0,2.0,5.0,0.0,2373.358917236328
16262,11,2020-01-06,2020-01-19,shop,DESKTOP,206.0,286.0,['decouvrez-la-nouvelle-gamme-knorr'],15.0,1.0,7.0,1.0,5288.668670654297
8703,12,2021-08-11,2021-08-22,butterfly,DESKTOP,298.0,398.0,['C168583'],13.0,3.0,7.0,0.0,8135.997314453125
25520,11,2021-01-31,2021-02-28,showcase,DESKTOP,438.0,266.0,['123731'],30.0,7.0,7.0,0.0,68571.42857142858
35456,12,2021-04-19,2021-05-31,tg,DESKTOP,298.0,796.0,['C142384'],44.0,1.0,1.0,0.0,8283.127563476562
21733,11,2021-01-16,2021-01-31,butterfly,DESKTOP,486.0,274.0,['C119068'],17.0,6.0,7.0,0.0,11116.110534667969
31484,10,2019-11-14,2019-11-18,butterfly,DESKTOP,420.0,574.0,['C37078'],6.0,4.0,1.0,0.0,4270.6080322265625
9245,11,2020-03-10,2020-04-14,showcase,DESKTOP,472.0,1061.0,['49470'],37.0,2.0,2.0,0.0,84571.42857142858
21347,7,2021-09-06,2021-09-17,butterfly,DESKTOP,353.0,564.0,['172556'],13.0,1.0,5.0,0.0,5170.860290527344
6453,11,2019-09-29,2019-10-01,butterfly,DESKTOP,488.0,270.0,['CB6009'],4.0,7.0,2.0,0.0,3247.02734375
3078,11,2020-07-09,2020-08-02,showcase,DESKTOP,472.0,1061.0,['69261'],26.0,4.0,7.0,0.0,59428.57142857143
3924,12,2020-06-13,2020-06-22,tg,DESKTOP,298.0,597.0,['C63435'],11.0,6.0,1.0,0.0,7697.076782226562
18245,12,2021-07-18,2021-08-27,banner,DESKTOP,200.0,995.0,['162262'],42.0,7.0,5.0,0.0,12129.88018798828
7671,12,2021-04-12,2021-04-25,banner,DESKTOP,200.0,995.0,['141803'],15.0,1.0,7.0,0.0,6250.013580322266
247,11,2019-04-24,2019-06-28,pmp,DESKTOP,486.0,293.0,['IB1267'],67.0,3.0,5.0,0.0,7906.525993347168
22380,11,2021-09-22,2021-10-11,butterfly,DESKTOP,486.0,532.0,['C179433'],21.0,3.0,1.0,0.0,6871.998779296875
18061,11,2021-04-08,2021-04-11,showcase,DESKTOP,438.0,1063.0,['141191'],5.0,4.0,7.0,0.0,11428.57142857143
5918,11,2021-09-18,2021-10-11,showcase,DESKTOP,494.0,1063.0,['178713'],25.0,6.0,1.0,0.0,57142.857142857145
6056,11,2021-04-12,2021-04-12,stoprayon,DESKTOP,145.0,1063.0,['epicerie-sucree/biscuits-et-gateaux/gouters-pockets'],2.0,1.0,1.0,0.0,1503.7598876953125
9724,12,2020-11-23,2020-12-10,butterfly,DESKTOP,298.0,398.0,['C109144'],19.0,1.0,4.0,0.0,8889.08285522461
28936,12,2020-11-17,2020-11-29,banner,DESKTOP,200.0,995.0,['106619'],14.0,2.0,7.0,0.0,9381.358642578123
34491,7,2021-09-03,2021-09-17,butterfly,DESKTOP,385.0,564.0,['174169'],16.0,5.0,5.0,0.0,7674.9296875
26564,11,2019-08-20,2019-09-01,butterfly,DESKTOP,488.0,270.0,['CB4615'],14.0,2.0,7.0,0.0,6012.876953125
17003,12,2019-11-19,2019-11-29,banner,DESKTOP,200.0,995.0,['37822'],12.0,2.0,5.0,0.0,8365.478759765625
20287,11,2021-01-28,2021-01-28,stoprayon,DESKTOP,250.0,1063.0,['essayez-le-nouveau-monww'],2.0,4.0,4.0,0.0,1318.935546875
9118,12,2019-05-30,2019-06-29,tg,DESKTOP,299.0,796.0,['18845'],32.0,4.0,6.0,0.0,16856.537109375
10315,10,2019-06-05,2019-06-11,showcase,DESKTOP,420.0,1440.0,['26393'],8.0,3.0,2.0,0.0,11428.57142857143
29777,11,2020-09-14,2020-10-07,showcase,DESKTOP,472.0,1047.0,['88505'],25.0,1.0,3.0,0.0,57142.857142857145
2823,10,2021-03-05,2021-03-05,butterfly,DESKTOP,451.0,555.0,['C132123'],2.0,5.0,5.0,0.0,1333.207763671875
13948,11,2020-10-16,2020-10-20,showcase,DESKTOP,472.0,1047.0,['95216'],6.0,5.0,2.0,0.0,13714.285714285714
4459,11,2021-08-10,2021-08-27,showcase,DESKTOP,494.0,1063.0,['170542'],19.0,2.0,5.0,0.0,43428.57142857143
9807,12,2021-06-15,2021-09-04,tg,DESKTOP,298.0,597.0,['C152680'],83.0,2.0,6.0,0.0,29171.399658203125
22133,11,2020-01-20,2020-02-01,showcase,DESKTOP,472.0,1061.0,['43792'],14.0,1.0,6.0,0.0,32000.0
567,11,2021-05-18,2021-06-20,showcase,DESKTOP,494.0,1063.0,"['144688', '144689']",35.0,2.0,7.0,0.0,80000.0
34152,11,2019-07-25,2019-07-26,butterfly,DESKTOP,486.0,288.0,['C30708'],3.0,4.0,5.0,0.0,1999.8116455078125
5072,12,2021-05-26,2021-06-02,tg,DESKTOP,298.0,796.0,['C151396'],9.0,3.0,3.0,0.0,5425.6212158203125
36595,12,2019-05-28,2019-07-14,banner,DESKTOP,200.0,995.0,['29454'],49.0,2.0,7.0,0.0,15173.760375976562
14655,12,2021-08-10,2021-08-22,butterfly,DESKTOP,298.0,398.0,['C168824'],14.0,2.0,7.0,0.0,8873.01953125
14364,12,2021-07-08,2021-07-30,butterfly,DESKTOP,298.0,398.0,['C163362'],24.0,4.0,5.0,0.0,8505.66650390625
30635,7,2021-03-26,2021-04-26,butterfly,DESKTOP,393.0,576.0,['136030'],33.0,5.0,1.0,0.0,6165.045639038086
2830,12,2020-09-05,2020-09-10,butterfly,DESKTOP,298.0,398.0,['C87366'],7.0,6.0,4.0,0.0,4815.916687011719
24867,10,2019-05-09,2019-05-09,butterfly,DESKTOP,420.0,574.0,['C26922'],2.0,4.0,4.0,0.0,1318.935546875
28052,12,2020-11-03,2020-12-26,tg,DESKTOP,298.0,597.0,['C102893'],55.0,2.0,6.0,0.0,19776.26983642578
26265,10,2020-12-29,2021-01-05,banner,DESKTOP,150.0,1200.0,['C115907'],9.0,2.0,2.0,0.0,12857.14285714286
15213,12,2021-09-13,2021-10-12,butterfly,DESKTOP,298.0,398.0,['C176957'],31.0,1.0,2.0,0.0,13303.87875366211
10938,7,2020-04-29,2020-05-28,butterfly,DESKTOP,350.0,494.0,['C56679'],31.0,3.0,4.0,0.0,6508.046417236328
13012,12,2021-07-08,2021-07-28,butterfly,DESKTOP,298.0,398.0,['C163338'],22.0,4.0,3.0,0.0,8349.602905273438
23370,11,2021-08-20,2021-09-26,butterfly,DESKTOP,498.0,531.0,['C171493'],39.0,5.0,7.0,0.0,12025.233673095703
27222,11,2021-09-02,2021-10-11,butterfly,DESKTOP,486.0,531.0,['C163704'],41.0,4.0,1.0,0.0,12617.029296875
2946,12,2020-05-01,2020-05-02,tg,DESKTOP,298.0,796.0,['C56460'],3.0,5.0,6.0,0.0,2165.807556152344
26835,12,2021-04-19,2021-05-16,tg,DESKTOP,298.0,796.0,['C143248'],29.0,1.0,7.0,0.0,12668.790893554688
18260,12,2020-09-02,2020-09-03,banner,DESKTOP,200.0,995.0,['83393'],3.0,3.0,4.0,0.0,1942.7572631835933
32311,12,2021-09-28,2021-10-17,tg,DESKTOP,298.0,796.0,['C160291'],21.0,2.0,7.0,0.0,10789.131958007812
932,12,2021-02-01,2021-11-24,butterfly,DESKTOP,298.0,398.0,"['C123667', 'C123684', 'C123707', 'C123745', 'C123990']",298.0,1.0,3.0,0.0,44606.15655517578
9706,12,2021-08-24,2021-09-12,butterfly,DESKTOP,298.0,398.0,['C172107'],21.0,2.0,7.0,0.0,10197.974395751951
1043,7,2020-04-25,2020-05-29,butterfly,DESKTOP,350.0,494.0,"['C56224', 'C56225']",36.0,6.0,5.0,0.0,8806.827392578125
336,11,2020-05-28,2020-06-28,showcase,DESKTOP,472.0,1061.0,"['52963', '52976']",33.0,4.0,7.0,0.0,75428.57142857143
37068,12,2020-06-23,2020-07-01,tg,DESKTOP,298.0,597.0,['C67742'],10.0,2.0,3.0,0.0,6859.381103515625
22488,10,2019-07-21,2019-08-10,butterfly,DESKTOP,420.0,574.0,['C31690'],22.0,7.0,6.0,0.0,9431.824584960938
4605,7,2020-12-29,2020-12-31,butterfly,DESKTOP,394.0,576.0,['111488'],4.0,2.0,4.0,0.0,1898.6871337890625
26155,12,2021-08-31,2021-09-25,tg,DESKTOP,298.0,796.0,['C171232'],27.0,2.0,6.0,0.0,16466.168518066406
453,11,2020-10-27,2020-10-31,butterfly,DESKTOP,486.0,273.0,['C99994'],6.0,2.0,6.0,0.0,5251.78125
31284,11,2021-03-01,2021-03-01,butterfly,DESKTOP,486.0,273.0,['C131390'],2.0,1.0,1.0,0.0,1435.8919677734375
16837,12,2021-06-24,2021-06-27,tg,DESKTOP,298.0,796.0,['C159719'],5.0,4.0,7.0,0.0,3129.229736328125
16945,11,2021-09-29,2021-10-01,butterfly,DESKTOP,498.0,532.0,['C175900'],4.0,3.0,5.0,0.0,2666.41552734375
3314,7,2020-10-21,2020-12-19,butterfly,DESKTOP,419.0,576.0,['100443'],61.0,3.0,6.0,0.0,8999.248947143555
28296,11,2021-05-07,2021-06-22,butterfly,DESKTOP,486.0,532.0,['C147332'],48.0,5.0,2.0,0.0,11001.427001953123
14204,10,2020-05-11,2020-06-11,butterfly,DESKTOP,420.0,574.0,['C58267'],33.0,1.0,4.0,0.0,9153.59051513672
1482,12,2020-08-12,2020-08-31,banner,DESKTOP,200.0,995.0,['78644'],21.0,3.0,1.0,0.0,9156.264678955078
5925,11,2019-08-24,2019-09-01,butterfly,DESKTOP,488.0,270.0,['CB5200'],10.0,6.0,7.0,0.0,7890.870971679687
32695,12,2019-12-17,2019-12-25,stoprayon,DESKTOP,122.0,995.0,['C37738'],10.0,2.0,3.0,0.0,6859.381103515625
33575,11,2020-05-20,2020-06-28,showcase,DESKTOP,472.0,1061.0,['59365'],41.0,3.0,7.0,0.0,93714.28571428572
8876,12,2021-08-05,2021-09-27,tg,DESKTOP,298.0,398.0,['C168831'],55.0,4.0,1.0,0.0,9765.992889404297
2157,7,2021-11-19,2021-12-01,butterfly,DESKTOP,409.0,564.0,['172826'],14.0,5.0,3.0,0.0,3460.1674194335938
15268,12,2020-09-06,2020-10-29,butterfly,DESKTOP,298.0,398.0,['C85541'],55.0,7.0,4.0,0.0,13634.405670166016
34,10,2020-03-31,2020-04-19,butterfly,DESKTOP,420.0,574.0,"['C50998', 'C51665']",21.0,2.0,7.0,0.0,8629.662506103516
20593,12,2021-02-04,2021-02-21,tg,DESKTOP,298.0,597.0,['C124029'],19.0,4.0,7.0,0.0,8182.860137939453
18757,11,2021-09-17,2021-10-11,showcase,DESKTOP,494.0,1063.0,['177322'],26.0,5.0,1.0,0.0,59428.57142857143
16150,12,2021-02-07,2021-02-14,butterfly,DESKTOP,298.0,398.0,['C123662'],9.0,7.0,7.0,0.0,6323.02294921875
9563,10,2020-01-13,2020-02-02,butterfly,DESKTOP,420.0,574.0,['C40740'],22.0,1.0,7.0,0.0,7348.5062255859375
8751,12,2021-06-21,2021-07-18,banner,DESKTOP,200.0,995.0,['157650'],29.0,1.0,7.0,0.0,12905.417724609377
1563,11,2021-02-09,2021-03-01,stoprayon,DESKTOP,145.0,1063.0,['anti-age-nivea'],22.0,2.0,1.0,0.0,9773.794067382812
11687,10,2020-04-01,2020-04-13,butterfly,DESKTOP,420.0,574.0,['C47997'],14.0,3.0,1.0,0.0,4841.1015625
23527,11,2019-11-05,2020-01-07,showcase,DESKTOP,472.0,1061.0,['36929'],65.0,2.0,2.0,0.0,148571.42857142858
36793,11,2021-04-18,2021-05-07,showcase,DESKTOP,438.0,1063.0,['142605'],21.0,7.0,5.0,0.0,48000.0
18085,11,2020-10-27,2020-10-28,showcase,DESKTOP,472.0,1047.0,['99424'],3.0,2.0,3.0,0.0,6857.142857142857
10331,11,2019-09-16,2019-10-23,showcase,DESKTOP,472.0,1061.0,['33484'],39.0,1.0,3.0,0.0,89142.85714285714
27937,11,2019-11-05,2019-12-31,butterfly,DESKTOP,486.0,278.0,['C36813'],58.0,2.0,2.0,0.0,20025.95849609375
92,10,2020-06-17,2020-06-23,butterfly,DESKTOP,420.0,574.0,"['C64641', 'C64643']",8.0,3.0,2.0,0.0,5880.35693359375
11148,12,2021-06-15,2021-09-19,butterfly,DESKTOP,298.0,398.0,['C156168'],98.0,2.0,7.0,0.0,25026.52868652344
11663,10,2020-09-29,2020-09-29,butterfly,DESKTOP,430.0,555.0,['C73922'],2.0,2.0,2.0,0.0,1636.2718505859375
1522,11,2021-06-15,2021-06-15,butterfly,DESKTOP,487.0,531.0,['C155836'],2.0,2.0,2.0,0.0,1636.2718505859375
35518,12,2019-05-14,2019-05-26,banner,DESKTOP,200.0,995.0,"['20c4870c9c126644df6293cce5a79bcb.gif"") no-repeat scroll 50% 50% ']",14.0,2.0,7.0,0.0,9381.358642578123
11842,12,2020-11-03,2020-12-26,tg,DESKTOP,298.0,796.0,['C102571'],55.0,2.0,6.0,0.0,19776.26983642578
39,10,2020-04-15,2020-05-26,butterfly,DESKTOP,420.0,574.0,"['C53947', 'C53952', 'C53956']",43.0,3.0,2.0,0.0,14233.388427734377
24551,7,2021-03-27,2021-04-21,butterfly,DESKTOP,419.0,576.0,['136776'],27.0,6.0,3.0,0.0,8243.427612304688
5622,12,2020-07-21,2020-12-31,butterfly,DESKTOP,298.0,398.0,['C74472'],165.0,2.0,4.0,0.0,38779.54444885254
22155,10,2019-09-18,2019-10-01,butterfly,DESKTOP,420.0,574.0,['C26183'],15.0,3.0,2.0,0.0,5536.043701171875
2385,11,2021-07-01,2021-07-12,butterfly,DESKTOP,486.0,531.0,['C160774'],13.0,4.0,1.0,0.0,9252.98406982422
9349,11,2020-09-26,2020-10-06,showcase,DESKTOP,472.0,1047.0,['88503'],12.0,6.0,2.0,0.0,27428.571428571428
17756,10,2019-04-30,2019-05-12,butterfly,DESKTOP,420.0,574.0,['C26914'],14.0,2.0,7.0,0.0,6012.876953125
88,10,2020-04-20,2020-05-30,butterfly,DESKTOP,420.0,574.0,"['C55602', 'C55604']",42.0,1.0,6.0,0.0,14224.53662109375
19873,7,2021-08-25,2021-08-25,butterfly,DESKTOP,351.0,564.0,['172257'],2.0,3.0,3.0,0.0,779.6580200195312
8306,11,2021-08-02,2021-08-23,showcase,DESKTOP,494.0,1063.0,['167670'],23.0,1.0,1.0,0.0,52571.42857142857
15018,12,2019-07-30,2019-07-30,banner,DESKTOP,200.0,995.0,['32293'],2.0,2.0,2.0,0.0,1531.399658203125
29753,12,2021-09-13,2021-10-15,butterfly,DESKTOP,298.0,398.0,['C176865'],34.0,1.0,5.0,0.0,8612.507751464844
7769,7,2021-09-18,2021-10-06,butterfly,DESKTOP,351.0,564.0,['176875'],20.0,6.0,3.0,0.0,11092.877197265623
339,11,2021-01-11,2021-02-03,butterfly,DESKTOP,486.0,274.0,['C119361'],25.0,1.0,3.0,0.0,6817.168426513672
19442,12,2020-07-13,2020-07-20,tg,DESKTOP,298.0,796.0,['C70817'],9.0,1.0,1.0,0.0,5662.800659179688
3168,12,2019-12-17,2019-12-29,stoprayon,DESKTOP,122.0,995.0,['C40182'],14.0,2.0,7.0,0.0,8873.01953125
11107,10,2021-06-16,2021-07-26,butterfly,DESKTOP,381.0,555.0,['C156738'],42.0,3.0,1.0,0.0,12924.76171875
303,11,2020-03-02,2020-03-10,showcase,DESKTOP,472.0,1061.0,"['47694', '47702']",10.0,1.0,2.0,0.0,22857.14285714286
895,12,2021-01-25,2021-02-14,butterfly,DESKTOP,298.0,398.0,"['C121711', 'C121720']",22.0,1.0,7.0,0.0,8991.499633789062
11567,11,2019-08-24,2019-09-01,butterfly,DESKTOP,488.0,270.0,['CB4646'],10.0,6.0,7.0,0.0,7890.870971679687
22891,11,2019-07-16,2019-07-17,shop,DESKTOP,155.0,1125.0,['grand-jeu-estival'],3.0,2.0,3.0,1.0,1686.3118286132812
31020,11,2021-10-01,2021-10-11,showcase,DESKTOP,494.0,1063.0,['175606'],12.0,5.0,1.0,0.0,27428.571428571428
28274,10,2020-02-24,2020-03-28,butterfly,DESKTOP,420.0,574.0,['C46032'],35.0,1.0,6.0,0.0,12405.774993896484
12274,12,2019-06-18,2019-06-28,banner,DESKTOP,200.0,995.0,['30639'],12.0,2.0,5.0,0.0,8365.478759765625
11085,11,2020-06-12,2020-08-25,showcase,DESKTOP,472.0,1061.0,['62533'],76.0,5.0,2.0,0.0,173714.2857142857
33968,11,2019-11-01,2019-11-02,butterfly,DESKTOP,486.0,278.0,['C36903'],3.0,5.0,6.0,0.0,2376.61669921875
15290,12,2019-06-18,2019-06-26,banner,DESKTOP,200.0,995.0,['30644'],10.0,2.0,3.0,0.0,7222.479248046875
344,11,2020-11-09,2020-12-30,showcase,DESKTOP,472.0,1047.0,"['103598', '110476', '110477', '110478', '110479']",53.0,1.0,3.0,0.0,121142.85714285714
27768,12,2020-10-01,2020-10-04,tg,DESKTOP,298.0,597.0,['C93488'],5.0,4.0,7.0,0.0,3129.229736328125
6785,12,2021-01-13,2021-02-14,tg,DESKTOP,298.0,796.0,['C119750'],34.0,3.0,7.0,0.0,10038.662902832031
7619,10,2019-06-04,2019-06-30,butterfly,DESKTOP,420.0,574.0,['C23967'],28.0,2.0,7.0,0.0,11506.216674804688
37019,11,2020-10-07,2020-10-08,showcase,DESKTOP,472.0,1047.0,['80129'],3.0,3.0,4.0,0.0,6857.142857142857
5853,12,2021-04-12,2021-04-18,butterfly,DESKTOP,298.0,398.0,['C141867'],8.0,1.0,7.0,0.0,5056.19140625
19002,11,2021-09-27,2021-10-11,showcase,DESKTOP,494.0,1063.0,['180199'],16.0,1.0,1.0,0.0,36571.42857142857
4805,12,2020-10-06,2020-10-10,butterfly,DESKTOP,298.0,398.0,['C92824'],6.0,2.0,6.0,0.0,4830.162963867188
31177,12,2021-09-06,2021-10-02,butterfly,DESKTOP,298.0,398.0,['C173852'],28.0,1.0,6.0,0.0,14134.245849609377
33337,12,2021-07-27,2021-08-08,butterfly,DESKTOP,298.0,398.0,['C165498'],14.0,2.0,7.0,0.0,8873.01953125
539,11,2021-04-28,2021-05-30,showcase,DESKTOP,438.0,1063.0,"['141641', '141645', '147080', '147081']",34.0,3.0,7.0,0.0,77714.28571428571
10742,11,2021-08-09,2021-10-11,showcase,DESKTOP,494.0,1063.0,['169195'],65.0,1.0,1.0,0.0,148571.42857142858
14339,11,2021-07-09,2021-07-28,showcase,DESKTOP,494.0,1063.0,['162909'],21.0,5.0,3.0,0.0,48000.0
9282,12,2021-03-01,2021-03-27,banner,DESKTOP,200.0,995.0,['130235'],28.0,1.0,6.0,0.0,15150.92236328125
1574,11,2019-06-29,2019-07-20,butterfly,DESKTOP,489.0,293.0,['C30525'],23.0,6.0,6.0,0.0,11140.92120361328
6655,11,2020-11-10,2020-11-12,butterfly,DESKTOP,486.0,274.0,['C104913'],4.0,2.0,4.0,0.0,2970.236328125
30100,11,2020-05-11,2020-05-26,butterfly,DESKTOP,486.0,277.0,['C54293'],17.0,1.0,2.0,0.0,10302.4150390625
7758,12,2020-06-03,2020-06-22,butterfly,DESKTOP,298.0,398.0,['C62157'],21.0,3.0,1.0,0.0,8393.757293701172
19368,10,2021-05-13,2021-05-19,banner,DESKTOP,125.0,1200.0,['C147828'],8.0,4.0,3.0,0.0,11428.57142857143
1453,11,2021-08-02,2021-08-30,showcase,DESKTOP,494.0,1063.0,['168235'],30.0,1.0,1.0,0.0,68571.42857142858
24932,12,2021-05-16,2021-05-16,tg,DESKTOP,298.0,398.0,['C146794'],2.0,7.0,7.0,0.0,1405.1162109375
16842,7,2020-04-11,2020-07-03,butterfly,DESKTOP,350.0,492.0,['C51683'],85.0,6.0,5.0,0.0,15009.30404663086
19584,12,2020-11-29,2020-12-31,tg,DESKTOP,298.0,796.0,['C111118'],34.0,7.0,4.0,0.0,12151.500183105469
19394,12,2020-02-03,2020-02-05,banner,DESKTOP,200.0,995.0,['44562'],4.0,1.0,3.0,0.0,2581.33837890625
11596,12,2019-05-14,2019-05-26,banner,DESKTOP,200.0,995.0,"['eb3a431512eed7604bab7d596ab2dfe7.gif"") no-repeat scroll 50% 50% ']",14.0,2.0,7.0,0.0,9381.358642578123
29517,12,2021-03-07,2021-03-21,butterfly,DESKTOP,298.0,398.0,['C132531'],16.0,7.0,7.0,0.0,8339.4345703125
34108,10,2020-09-07,2020-09-29,butterfly,DESKTOP,420.0,574.0,['C88240'],24.0,1.0,2.0,0.0,8560.62451171875
33666,12,2021-05-18,2021-05-29,banner,DESKTOP,200.0,995.0,['149921'],13.0,2.0,6.0,0.0,10937.380676269531
31266,7,2021-03-10,2021-03-29,butterfly,DESKTOP,394.0,576.0,['130752'],21.0,3.0,1.0,0.0,5234.230133056641
31338,11,2021-08-03,2021-10-11,showcase,DESKTOP,494.0,1063.0,['166777'],71.0,2.0,1.0,0.0,162285.7142857143
21116,12,2021-09-06,2021-11-25,tg,DESKTOP,298.0,796.0,['C174796'],82.0,1.0,4.0,0.0,13438.938659667969
1485,11,2020-04-04,2020-05-09,butterfly,DESKTOP,488.0,270.0,['CB7829'],37.0,6.0,6.0,0.0,17784.177368164062
18676,12,2019-07-22,2019-08-04,tg,DESKTOP,299.0,796.0,['19774'],15.0,1.0,7.0,0.0,6076.783905029297
9063,12,2021-03-02,2021-03-27,butterfly,DESKTOP,298.0,398.0,['C130166'],27.0,2.0,6.0,0.0,15706.109619140623
35917,12,2021-09-30,2021-10-17,tg,DESKTOP,298.0,597.0,['C181081'],19.0,4.0,7.0,0.0,8182.860137939453
434,11,2020-09-02,2020-09-15,butterfly,DESKTOP,486.0,277.0,['C76925'],15.0,3.0,2.0,0.0,5536.043701171875
877,12,2021-01-05,2021-01-12,tg,DESKTOP,298.0,796.0,"['C118655', 'C118660']",9.0,2.0,2.0,0.0,6564.5101318359375
31,10,2019-12-18,2020-02-27,butterfly,DESKTOP,420.0,574.0,"['C40466', 'C40470', 'C42856']",47.0,3.0,4.0,0.0,7810.195022583008
2727,12,2021-07-25,2021-07-25,butterfly,DESKTOP,298.0,398.0,['C164347'],2.0,7.0,7.0,0.0,1405.1162109375
136,10,2020-09-09,2020-09-29,butterfly,DESKTOP,420.0,574.0,"['C77335', 'C77337']",22.0,3.0,2.0,0.0,7711.323608398437
29007,10,2019-07-17,2019-07-23,butterfly,DESKTOP,420.0,574.0,['C26491'],8.0,3.0,2.0,0.0,5880.35693359375
20382,12,2019-07-15,2019-08-11,stoprayon,DESKTOP,121.0,995.0,['31585'],29.0,1.0,7.0,0.0,11852.43133544922
1065,7,2020-10-14,2020-11-05,butterfly,DESKTOP,394.0,576.0,"['98541', '98542']",13.0,3.0,4.0,0.0,5067.730682373047
13704,12,2021-01-01,2021-01-16,tg,DESKTOP,298.0,398.0,['C117990'],17.0,5.0,6.0,0.0,8955.035339355469
36556,12,2020-12-21,2020-12-31,butterfly,DESKTOP,298.0,398.0,['C116632'],12.0,1.0,4.0,0.0,7409.447021484375
20130,12,2021-07-13,2021-07-30,butterfly,DESKTOP,298.0,398.0,['C164378'],19.0,2.0,5.0,0.0,9712.912719726562
24107,11,2021-05-26,2021-07-14,showcase,DESKTOP,494.0,1063.0,['146374'],51.0,3.0,3.0,0.0,116571.42857142858
33996,12,2020-06-10,2020-06-19,banner,DESKTOP,200.0,995.0,['63783'],11.0,3.0,5.0,0.0,6754.351135253906
12333,11,2021-05-28,2021-05-30,butterfly,DESKTOP,486.0,532.0,['C152102'],4.0,5.0,7.0,0.0,2849.49951171875
18992,11,2021-04-12,2021-04-12,stoprayon,DESKTOP,145.0,1063.0,['epicerie-sucree/petit-dejeuner/cereales-adultes'],2.0,1.0,1.0,0.0,1503.7598876953125
25454,11,2020-06-16,2020-08-25,showcase,DESKTOP,472.0,1061.0,['62527'],72.0,2.0,2.0,0.0,164571.42857142858
29215,10,2020-10-20,2020-10-27,banner,DESKTOP,150.0,1200.0,['C100244'],9.0,2.0,2.0,0.0,12857.14285714286
24953,12,2020-08-18,2020-08-21,butterfly,DESKTOP,298.0,398.0,['C77072'],5.0,2.0,5.0,0.0,3304.0670776367188
1032,7,2021-01-11,2021-01-27,butterfly,DESKTOP,394.0,576.0,"['117807', '119379']",18.0,1.0,3.0,0.0,8713.973693847656
25354,12,2021-07-20,2021-08-08,banner,DESKTOP,200.0,995.0,['165507'],21.0,2.0,7.0,0.0,10960.482421875
7342,11,2021-08-09,2021-10-11,showcase,DESKTOP,494.0,1063.0,['162696'],65.0,1.0,1.0,0.0,148571.42857142858
29677,12,2021-05-11,2021-05-16,butterfly,DESKTOP,298.0,398.0,['C145582'],7.0,2.0,7.0,0.0,4962.560791015625
8977,12,2021-06-04,2021-06-27,tg,DESKTOP,298.0,398.0,['C153536'],25.0,5.0,7.0,0.0,10766.92123413086
22750,11,2021-04-07,2021-04-11,stoprayon,DESKTOP,145.0,1063.0,['decouvrez-nos-produits-en-promotion-bledina'],6.0,3.0,7.0,0.0,4274.249267578125
21466,12,2021-05-11,2021-05-16,tg,DESKTOP,298.0,597.0,['C146415'],7.0,2.0,7.0,0.0,4962.560791015625
18888,10,2021-06-01,2021-06-01,butterfly,DESKTOP,381.0,555.0,['C153586'],2.0,2.0,2.0,0.0,1636.2718505859375
4646,11,2020-10-30,2020-11-02,butterfly,DESKTOP,486.0,273.0,['C100685'],5.0,5.0,1.0,0.0,3558.8400268554688
22403,12,2021-03-29,2021-04-28,banner,DESKTOP,200.0,995.0,['138332'],32.0,1.0,3.0,0.0,13504.4892578125
29123,12,2021-06-12,2021-07-11,banner,DESKTOP,200.0,995.0,['156313'],31.0,6.0,7.0,0.0,15982.006103515623
17715,12,2021-06-07,2021-09-27,tg,DESKTOP,298.0,398.0,['C154582'],114.0,1.0,1.0,0.0,20022.465911865234
23214,12,2020-04-14,2020-05-08,butterfly,DESKTOP,298.0,398.0,['C54605'],26.0,2.0,5.0,0.0,11374.846069335938
37008,12,2021-07-01,2021-09-23,tg,DESKTOP,298.0,398.0,['C161565'],86.0,4.0,4.0,0.0,13563.187866210938
36999,12,2020-06-26,2020-06-26,tg,DESKTOP,298.0,597.0,['C64055'],2.0,5.0,5.0,0.0,1155.4442138671875
32481,12,2019-05-09,2019-05-11,banner,DESKTOP,200.0,995.0,['27751'],4.0,4.0,6.0,0.0,3032.982666015625
